temp,rain,seed_type,yield
38.26,474.26,1,67.7741
32.31,1129.02,1,93.9675
36.1,879.1,0,79.7469
22.89,589.51,1,100.0
26.69,1361.35,0,90.7729
26.62,1494.19,0,88.1162
34.13,306.39,1,57.8401
20.32,632.14,1,100.0
31.05,342.9,0,53.3213
25.24,685.91,1,100.0
36.94,1340.97,1,79.8484
29.02,1226.5,1,96.082
20.83,911.4,1,99.8632
37.41,988.39,1,82.9081
28.71,1448.11,1,93.4227
24.08,231.28,1,50.1097
26.58,1277.4,1,95.4712
36.11,408.78,1,66.8757
30.62,1397.44,1,94.0307
34.56,633.28,1,91.0997
33.95,1375.85,0,75.6201
21.48,645.09,0,100.0
28.33,279.17,0,45.9067
36.87,132.24,0,14.2232
39.85,1219.11,0,64.0033
31.12,112.77,1,24.316
29.64,924.77,1,99.7028
38.05,211.5,0,21.0779
24.29,123.35,1,26.7252
22.43,1109.44,1,97.4867
37.14,829.48,1,84.6581
34.6,884.17,1,91.0074
26.16,924.77,0,99.5046
25.19,1232.43,0,93.3514
39.14,426.7,1,58.787
22.56,435.12,1,88.6453
37.65,1440.24,1,76.8819
29.48,995.45,1,98.8546
34.57,276.53,1,51.3492
29.87,1230.96,1,96.0285
37.29,1162.79,1,81.1199
36.29,840.21,1,86.7654
36.69,564.42,0,78.2643
31.86,333.52,0,49.3658
37.45,322.39,0,34.5756
34.34,1361.5,0,74.9248
30.54,315.97,1,67.7943
24.19,711.51,1,100.0
28.54,1118.49,1,97.3781
29.7,673.31,1,100.0
30.05,955.14,1,99.3384
25.57,1222.39,0,93.5521
29.59,476.32,1,95.8562
31.49,1263.33,1,94.4134
26.69,211.09,1,45.736
32.72,213.63,1,43.0944
26.45,582.46,1,100.0
31.99,322.1,1,66.1288
25.49,1091.95,1,97.6966
21.74,1060.16,1,98.078
39.41,640.08,0,71.4634
28.57,552.52,0,98.5729
36.78,1012.68,1,84.1963
28.49,568.5,1,100.0
32.26,597.83,1,96.8436
21.44,601.47,1,100.0
26.21,256.23,1,55.5163
28.81,938.39,0,97.2022
38.71,111.11,0,10.5871
31.31,389.16,0,62.7064
21.22,254.36,0,42.3934
36.74,220.21,1,36.7521
31.51,1013.09,0,88.9578
23.45,493.09,0,98.2737
30.49,1163.05,0,88.5226
26.11,1027.95,0,97.4411
29.59,674.29,0,96.0201
31.35,827.86,1,99.1137
28.72,1071.82,0,94.7689
36.09,1323.94,0,71.2979
25.49,1211.09,0,93.7783
38.2,874.97,0,74.5005
36.77,567.1,0,78.0747
28.77,438.82,1,89.2927
28.0,1145.62,0,95.0754
38.57,556.81,1,81.0728
28.34,122.08,0,20.073
31.72,1349.49,0,81.7216
32.3,712.39,1,96.7473
38.63,1254.57,1,76.6754
32.66,292.9,0,39.7176
20.96,565.86,0,100.0
27.9,1075.47,1,97.8944
32.48,188.15,0,25.7381
34.21,1249.42,1,87.7771
28.18,1134.44,0,94.8728
36.06,610.2,0,79.849
23.41,219.69,1,47.599
39.4,1111.72,0,67.2732
31.14,1305.25,1,94.7828
29.08,1324.65,0,88.8075
21.79,322.2,0,55.5502
28.34,404.56,1,83.2983
27.95,997.89,1,98.8254
25.77,653.59,1,100.0
31.22,1187.47,0,86.1917
36.62,1262.19,0,71.1967
33.33,1351.19,0,77.6609
32.14,190.54,1,39.397
27.49,195.93,1,42.4516
25.98,1210.85,0,93.783
26.78,1041.06,1,98.3073
38.35,967.88,0,72.7598
30.4,1042.15,0,91.1563
30.35,1001.73,1,98.7792
25.44,722.92,1,100.0
27.58,546.93,0,100.0
29.63,606.3,1,100.0
34.51,468.65,0,68.18
32.77,528.28,1,95.5676
30.74,1020.14,0,90.745
26.73,674.74,0,100.0
39.01,1116.29,1,77.367
35.35,1302.03,0,73.5752
29.74,1425.25,0,85.1511
25.97,257.57,0,42.9291
27.2,749.34,0,100.0
39.88,1029.59,0,67.7028
22.46,566.24,1,100.0
29.25,1302.33,1,95.172
32.29,467.96,0,76.2006
36.37,1022.97,1,85.092
22.67,593.36,1,100.0
29.37,800.67,1,100.0
25.09,412.55,1,84.6964
32.96,1123.72,1,92.4075
26.18,650.91,1,100.0
37.51,623.73,0,76.2232
32.39,539.7,0,89.0213
37.21,850.97,1,84.4648
26.99,124.71,1,27.0214
29.72,936.93,1,99.5569
27.24,802.22,1,100.0
28.05,317.54,1,68.0691
32.56,264.58,0,36.0511
28.21,433.67,1,88.3924
28.88,520.82,1,100.0
22.04,660.63,1,100.0
32.67,234.42,1,47.3946
33.39,784.8,0,86.528
39.48,274.28,1,39.2604
34.27,900.67,0,84.3044
30.36,403.45,1,83.1043
27.46,1173.22,0,94.5357
22.45,135.56,1,29.3708
22.02,208.97,1,45.276
32.32,143.74,0,19.8207
35.16,713.66,0,82.1011
38.8,744.02,1,80.4941
31.49,784.43,1,98.7688
34.01,349.34,1,64.755
26.28,237.01,0,39.5023
22.2,1217.38,0,93.6525
33.29,1178.91,1,90.9239
28.9,1047.6,1,98.2288
39.96,1206.82,1,73.9074
40.0,615.22,1,77.5071
34.06,932.08,0,84.1968
29.78,736.24,0,95.5475
30.68,400.16,0,66.9966
39.34,422.68,1,57.62
36.41,1154.59,0,73.8945
21.49,365.39,1,76.4426
38.22,533.84,1,81.9612
32.71,1465.81,0,76.9211
28.64,1291.49,0,90.5595
26.27,1097.17,1,97.6339
28.83,1248.26,0,90.9534
39.01,475.24,0,52.4818
23.92,1174.7,0,94.506
33.28,1379.84,0,77.1935
36.09,1183.85,1,83.8642
36.87,885.01,0,77.826
27.8,135.27,0,22.5443
39.49,579.79,1,78.7845
24.75,1121.24,1,97.3451
34.15,1219.89,0,78.2252
37.73,1309.58,1,78.2673
28.58,916.58,0,98.2101
36.2,1041.11,0,76.6655
35.94,332.75,1,56.7675
32.53,332.95,0,47.6787
36.1,215.65,0,24.2938
31.71,1205.61,0,84.6088
36.86,1234.02,1,81.3467
27.89,1161.51,1,96.8618
29.03,469.75,1,94.706
27.55,621.22,0,100.0
23.62,1061.02,1,98.0678
25.6,1394.35,0,90.113
30.42,1216.21,1,96.2055
21.71,634.87,1,100.0
23.75,1452.92,1,93.365
22.89,388.51,0,72.1271
33.8,402.94,1,73.7162
30.26,1192.45,1,96.4906
37.24,1414.74,1,78.2254
27.64,288.41,0,48.0685
38.92,465.45,0,51.4466
23.97,553.1,0,100.0
37.99,255.81,1,39.9328
23.38,389.88,1,80.7294
20.23,102.27,1,22.1579
37.57,652.85,1,83.5775
29.37,776.07,0,96.5644
39.83,1025.96,1,76.4192
28.71,1459.85,0,87.0284
35.51,628.1,1,88.726
20.05,689.49,1,100.0
33.78,191.95,1,36.9635
23.71,231.33,0,38.5555
20.84,863.84,1,100.0
31.22,1019.48,0,89.5647
30.02,1239.49,0,88.16
20.89,1340.47,0,91.1907
27.74,516.32,1,100.0
35.92,459.38,1,74.6225
29.35,252.86,0,39.876
28.03,552.06,0,99.9361
32.18,128.61,1,26.5445
35.92,896.78,1,87.6958
32.9,421.26,0,64.5612
26.73,1026.81,0,97.4639
34.1,934.66,0,84.0485
22.47,196.81,1,42.6426
31.17,239.78,1,51.5921
39.87,299.08,1,41.8112
29.29,115.08,1,24.935
23.5,1445.02,0,89.0997
21.34,448.56,1,90.9972
34.57,1193.34,1,87.5486
39.05,662.14,0,72.37
22.81,258.31,0,43.0524
31.01,814.06,1,99.9799
35.85,820.16,0,80.3666
37.3,1399.28,0,66.7724
23.98,1491.12,0,88.1777
35.12,1258.58,0,75.0282
33.65,970.18,0,84.4742
20.09,606.92,0,100.0
37.71,556.78,0,75.7305
29.6,573.3,1,100.0
27.55,404.74,1,83.3297
22.44,1326.51,0,91.4697
26.09,1370.28,0,90.5943
23.01,860.31,0,100.0
21.74,562.59,1,100.0
31.33,116.71,0,16.8642
26.78,1161.71,1,96.8594
22.0,1400.53,0,89.9895
37.14,1078.96,0,73.5697
20.65,675.13,1,100.0
38.15,1350.55,1,76.7156
21.47,455.11,1,92.1441
20.1,230.51,1,49.9442
25.07,1232.81,1,96.0063
24.18,727.51,1,100.0
22.31,880.29,1,100.0
29.15,1311.94,1,95.0568
37.15,113.15,1,18.4802
24.49,554.44,1,100.0
33.53,1035.62,0,83.4716
36.86,994.67,1,84.226
35.21,162.45,0,19.2708
23.54,912.2,1,99.8536
34.97,1111.59,1,87.5401
26.67,1156.9,1,96.9172
37.92,469.64,1,68.467
22.33,100.45,1,21.7644
37.94,1302.3,1,77.8272
34.02,1476.51,0,73.4244
36.87,857.96,1,85.3151
27.74,1299.02,1,95.2117
23.24,172.05,1,37.2775
36.35,1105.37,1,84.1542
36.05,678.98,0,79.8627
22.1,171.71,1,37.2049
27.84,1333.56,1,94.7973
25.8,1140.45,1,97.1146
26.83,309.8,1,66.7152
23.03,642.36,0,100.0
25.92,572.99,0,100.0
35.16,911.96,1,89.4459
39.13,632.32,1,79.6681
34.83,115.97,1,21.2747
27.58,926.19,0,99.4763
38.44,1435.4,1,74.9667
21.35,827.16,1,100.0
35.64,766.9,1,88.4106
37.66,1346.52,1,77.9842
31.92,755.74,0,90.1928
31.39,1350.31,1,93.6211
22.89,411.95,1,84.5912
31.79,1331.08,1,92.8641
21.4,1199.45,0,94.0109
38.93,1163.01,1,77.0263
22.46,875.46,1,100.0
23.45,1024.96,0,97.5007
28.14,1453.57,0,88.5853
25.75,329.55,0,57.3872
33.69,1186.84,0,80.0426
35.76,401.95,0,52.0678
25.04,630.72,1,100.0
36.29,1345.44,1,81.435
31.32,1464.04,0,80.4193
33.6,103.23,1,20.0392
33.09,367.02,1,70.3224
30.75,648.5,0,93.1157
31.98,226.48,1,47.1558
24.85,1101.56,0,95.9687
20.66,635.56,1,100.0
25.08,1340.09,1,94.7189
25.75,770.43,1,100.0
24.91,263.03,0,43.8378
25.12,606.95,1,100.0
38.09,841.17,0,74.7743
26.48,1464.2,1,93.2296
35.2,523.76,0,81.9934
27.3,1221.0,1,96.148
31.14,1459.3,1,92.9319
31.01,992.56,1,98.8569
30.89,138.38,0,20.3996
20.84,1110.95,0,95.781
23.38,448.75,0,87.1873
38.34,147.86,0,14.4494
32.43,1103.91,1,93.9814
31.2,1450.24,0,80.986
39.03,1185.96,0,66.7098
30.8,760.77,1,100.0
23.19,1339.77,1,94.7228
24.06,1216.61,0,93.6677
25.03,320.51,1,68.5888
31.35,1216.08,0,85.3091
31.53,258.34,1,54.7971
26.19,260.8,0,43.4662
24.69,1164.34,0,94.7132
29.42,127.14,0,19.9864
34.03,350.32,1,64.8552
26.24,1058.68,0,96.8263
38.78,306.0,0,29.2927
34.61,1018.52,0,81.0985
21.65,1342.43,1,94.6909
25.95,1425.96,0,89.4808
27.97,841.76,0,100.0
33.17,1074.65,0,83.5796
37.37,476.68,1,71.4837
22.63,753.05,0,100.0
35.6,597.72,1,88.5041
33.62,899.61,1,93.4527
25.52,1255.33,0,92.8934
37.35,657.54,1,84.1139
30.69,1173.8,1,96.7144
34.7,1404.81,0,73.1567
24.03,902.01,1,99.9759
30.15,790.78,0,94.6156
33.78,402.63,0,58.1788
28.52,1213.87,1,96.2336
26.71,1468.95,0,88.6209
24.58,661.87,0,100.0
25.36,1029.12,1,98.4505
30.0,239.61,1,51.916
20.14,610.98,0,100.0
31.31,794.89,1,99.2252
33.39,138.79,0,18.1483
27.01,900.04,0,99.9992
22.38,887.29,1,100.0
22.53,417.58,0,79.3956
39.39,729.95,0,71.5234
36.63,905.49,0,78.3232
35.08,919.69,0,81.9087
31.87,244.4,1,51.1146
38.29,1234.78,0,67.5802
28.59,395.42,1,81.6981
21.67,942.16,0,99.1568
38.08,753.3,1,82.2981
26.05,1302.9,1,95.1652
38.29,518.64,1,81.763
36.53,915.95,0,78.3446
27.71,584.16,0,100.0
30.34,863.58,0,94.1434
23.56,1014.39,1,98.6273
34.55,429.89,1,75.2645
34.17,745.52,0,84.586
37.64,461.04,0,55.4647
32.71,376.57,1,73.0469
37.2,971.69,1,83.6433
30.38,330.71,1,70.3738
27.24,254.44,1,55.1297
35.05,1291.97,0,74.5264
37.89,1313.17,0,67.0203
36.7,958.74,0,77.0794
35.26,416.95,0,56.2337
32.81,275.51,1,55.3612
31.62,686.27,0,90.9409
32.53,1109.39,1,93.6631
20.19,192.14,1,41.6307
29.66,769.04,0,95.8535
25.76,334.91,1,71.1092
33.89,1456.61,0,74.1417
22.52,466.38,0,91.5947
38.46,409.15,0,44.9606
21.06,1164.66,1,96.824
38.46,981.34,0,72.2256
38.25,1050.28,0,71.3759
29.34,252.23,0,39.7926
35.04,358.09,0,46.3448
27.92,1376.02,1,94.2878
29.83,1312.8,1,95.0464
31.43,1203.14,0,85.3582
32.68,830.38,0,88.2933
38.37,1216.06,0,67.7585
39.58,955.15,1,77.8937
28.97,528.64,0,97.5812
31.5,992.32,1,97.6317
32.33,1058.15,1,94.7794
35.75,1216.15,0,74.3012
39.66,448.87,0,46.5442
35.79,332.63,0,40.0289
34.84,750.96,0,82.9123
28.05,114.84,0,19.0984
22.86,887.87,0,100.0
34.06,990.62,1,91.254
26.01,734.6,0,100.0
37.29,1002.89,1,83.0321
22.91,804.53,0,100.0
36.84,1087.93,1,83.1431
25.2,1413.68,1,93.8359
23.52,448.02,1,90.9032
32.38,938.17,0,88.2745
34.69,720.02,1,90.7646
36.23,474.7,0,62.842
32.44,528.09,0,88.9014
33.68,660.34,0,85.8045
25.54,1295.14,0,92.0972
35.82,1064.45,0,77.1519
30.27,881.11,0,94.3308
26.69,377.38,0,69.3448
37.84,444.78,1,65.6253
24.65,576.54,0,100.0
21.01,1480.06,1,93.0392
26.2,1283.19,0,92.3363
25.86,765.91,1,100.0
20.43,898.08,1,100.0
23.82,1246.5,0,93.0699
21.1,422.21,0,80.553
26.48,201.67,0,33.612
22.51,1250.1,1,95.7988
21.92,139.67,0,23.2787
27.31,599.09,1,100.0
21.08,922.86,1,99.7257
32.68,1077.57,1,93.6667
23.04,1353.51,1,94.5579
38.93,650.58,0,72.6848
21.57,968.91,1,99.1731
36.26,1298.19,0,71.3856
26.41,814.97,0,100.0
38.83,1178.97,0,67.3515
31.73,1282.27,1,93.5936
38.07,589.02,0,74.8291
34.58,534.08,1,91.0387
38.63,1463.75,1,74.155
22.2,1068.81,1,97.9743
27.16,1429.15,1,93.6502
28.64,422.86,0,78.633
39.61,673.41,0,70.9669
36.8,702.82,1,85.5052
22.68,1292.9,1,95.2852
37.84,1102.57,0,71.3598
26.32,112.96,0,18.8269
29.16,1415.37,1,93.8156
20.83,315.38,1,67.6915
32.14,1023.34,1,95.6642
33.35,688.04,1,94.1178
29.21,208.29,0,33.0318
33.72,1069.82,1,91.1702
20.48,1406.58,0,89.8684
34.9,930.0,0,82.1418
20.88,1383.04,1,94.2035
34.65,1289.41,0,75.5751
32.0,779.83,0,90.0052
30.76,389.97,1,80.7454
35.98,1354.16,0,70.9543
27.72,440.3,0,85.0755
28.15,811.56,1,100.0
21.77,1244.22,1,95.8694
38.65,1403.35,0,63.3032
39.86,978.79,1,76.9039
26.68,660.36,0,100.0
27.6,346.54,0,61.634
20.24,1428.94,1,93.6527
23.13,102.49,0,17.0814
33.46,1421.1,1,87.5854
28.95,985.18,1,98.9778
24.22,687.96,0,100.0
29.32,412.59,0,74.0136
39.19,410.72,1,56.7397
32.07,1433.22,1,90.9183
22.06,457.42,1,92.5493
32.15,386.19,1,76.3948
37.83,464.3,1,68.1241
25.27,149.45,1,32.38
27.58,821.14,1,100.0
28.99,195.73,1,42.408
35.26,1350.5,0,72.8469
28.5,596.05,0,98.7507
27.02,950.67,1,99.392
36.42,390.12,1,63.258
24.98,1150.69,0,94.9862
38.32,1018.15,0,71.8318
31.77,305.17,0,43.5546
22.69,840.96,1,100.0
28.57,1161.79,0,93.3381
24.8,757.62,1,100.0
29.64,438.74,0,79.1212
21.99,793.18,1,100.0
22.17,1195.87,1,96.4496
22.15,496.44,1,99.377
33.47,117.66,0,15.3227
22.87,1030.7,0,97.386
39.08,1437.43,1,73.3541
26.74,133.29,0,22.2142
39.94,514.1,0,70.1606
30.15,1142.13,0,89.7934
33.32,920.61,0,86.2974
31.36,794.37,1,99.0986
24.74,814.0,0,100.0
26.2,236.36,0,39.3926
20.26,1217.67,1,96.188
24.97,407.66,0,76.9157
20.55,912.37,1,99.8516
24.47,320.34,1,68.5602
32.37,416.44,0,65.2831
29.83,1463.12,1,93.2425
22.13,1488.23,1,92.9413
26.28,480.06,1,96.5101
23.05,966.88,0,98.6625
27.18,830.62,1,100.0
23.14,571.55,1,100.0
35.56,984.57,0,79.4091
20.08,278.35,0,46.3921
22.59,1355.3,1,94.5365
20.78,635.14,1,100.0
29.03,1287.21,0,89.6754
23.69,210.34,1,45.5731
30.37,1131.21,1,97.2255
22.05,823.22,0,100.0
35.44,809.58,0,81.3899
26.74,677.94,1,100.0
20.87,859.17,0,100.0
37.0,404.51,0,48.7344
29.76,874.66,1,100.0
29.72,959.9,1,99.2812
35.99,682.8,1,87.5171
22.81,647.27,1,100.0
36.58,1234.44,1,82.0303
26.05,317.41,0,54.3525
23.2,1467.91,0,88.6417
25.02,861.91,1,100.0
23.83,198.7,1,43.0506
24.69,207.53,1,44.9655
20.83,1420.23,0,89.5954
38.27,144.19,0,14.1616
27.61,632.91,0,100.0
38.4,1203.18,0,67.9321
33.39,672.27,1,94.0232
21.71,469.17,0,92.293
37.47,895.01,0,76.3321
36.62,1240.42,0,71.6507
34.67,1285.8,1,86.1885
39.13,1047.16,0,69.2362
37.77,1116.79,1,80.4789
31.2,1036.71,0,89.2558
25.79,1456.35,0,88.873
25.24,493.27,0,98.3163
35.11,821.94,0,82.2191
38.88,1499.19,0,60.8228
26.24,1428.29,1,93.6605
38.43,1076.37,0,70.3911
23.13,990.65,1,98.9122
37.48,1035.92,1,82.1752
26.24,153.97,1,33.3609
28.28,901.53,1,99.9816
35.85,1229.34,1,83.9287
29.06,514.28,1,100.0
30.53,196.89,0,29.4927
22.09,1233.05,1,96.0034
35.26,645.62,1,89.3536
29.48,1424.91,0,85.8117
29.15,1025.95,1,98.4886
31.99,1206.78,1,93.8364
34.51,138.25,0,17.039
37.16,1412.3,1,78.4598
25.17,978.34,1,99.0599
20.07,1419.6,0,89.6081
32.17,1091.23,1,94.7824
34.96,1498.43,1,82.9291
21.78,1242.15,1,95.8942
39.27,199.13,1,28.8737
20.34,334.96,1,71.1183
27.01,1416.42,0,89.6715
26.95,1395.64,1,94.0523
24.83,1059.62,0,96.8075
21.62,1495.03,1,92.8596
32.88,513.45,0,87.7996
23.31,416.2,0,79.0508
27.77,504.07,0,100.0
25.62,506.83,1,100.0
29.28,520.44,1,100.0
35.5,990.61,1,87.6678
30.18,823.47,1,100.0
20.24,1009.48,1,98.6862
36.16,135.49,0,15.2093
38.43,738.39,1,81.4323
20.08,200.54,1,43.4509
38.99,1171.31,0,67.0897
33.08,538.48,1,94.8079
31.91,1232.52,0,83.5736
28.88,244.57,0,39.3217
28.85,903.23,1,99.9613
36.64,1489.78,1,78.8153
32.32,338.31,0,49.2783
25.36,511.21,1,100.0
26.68,928.69,1,99.6558
25.59,425.31,1,86.9287
33.27,1122.58,1,91.6495
27.48,326.46,0,56.6155
29.6,1051.59,0,92.966
34.54,604.27,0,83.6554
37.53,1159.98,1,80.5585
32.34,1215.75,0,82.8255
27.69,665.91,1,100.0
24.29,640.28,0,100.0
39.14,958.79,1,78.9322
24.71,1492.23,0,88.1554
39.23,1316.67,1,74.4235
33.89,316.68,1,60.0689
34.35,313.13,0,39.7423
35.86,1236.5,1,83.823
36.92,626.56,1,85.2101
39.39,441.04,0,46.3988
37.32,1022.39,1,82.7434
31.07,1029.29,1,98.2781
34.03,1487.45,0,73.1863
25.47,381.06,0,70.2654
37.89,774.25,1,82.7727
28.81,146.73,0,23.6661
27.31,882.9,0,100.0
29.55,420.59,1,86.1039
29.25,275.41,0,43.6069
27.77,574.6,1,100.0
33.95,922.43,0,84.6772
38.69,619.39,1,80.7769
27.86,660.9,1,100.0
20.31,1414.14,1,93.8303
27.21,106.86,0,17.8106
31.99,432.27,0,69.8236
29.51,1275.9,0,88.7102
34.49,1479.79,1,84.3276
39.08,916.47,0,71.9824
27.24,276.6,0,46.1001
26.59,969.59,0,98.6081
27.79,175.03,0,29.1724
33.34,1197.28,0,80.7139
33.34,1149.78,0,81.6432
36.36,693.79,1,86.6012
21.41,919.59,0,99.6082
31.24,1202.89,0,85.8497
22.79,222.81,0,37.1347
20.02,1041.62,0,97.1676
33.1,370.5,1,70.8326
33.32,625.66,0,86.6995
35.28,1061.24,1,87.357
29.56,375.3,0,64.5262
21.47,469.17,1,94.6055
30.58,791.31,1,100.0
38.97,443.02,1,61.3135
37.12,1414.16,1,78.5261
34.49,198.29,0,24.4653
22.53,200.55,0,33.4251
37.58,129.39,0,13.3047
35.01,836.78,1,89.9674
36.44,270.19,1,45.8051
21.26,981.57,0,98.3686
36.57,317.76,1,52.9348
25.24,262.92,1,56.9651
32.15,692.98,0,89.6225
26.34,975.95,0,98.4811
28.28,747.42,1,100.0
20.3,441.35,0,85.3364
35.63,1033.0,0,78.2625
33.17,1468.52,0,75.7002
35.77,847.12,1,88.0803
36.1,1376.11,0,70.2256
27.61,943.5,1,99.478
31.66,947.02,1,97.7771
36.91,331.58,0,37.2542
26.26,1369.8,1,94.3624
35.23,461.39,1,77.4588
35.2,447.64,1,75.5673
35.33,1121.5,1,86.5048
30.15,1320.95,0,86.2162
21.49,1196.42,0,94.0717
24.42,696.52,0,100.0
32.1,827.63,1,97.25
31.24,770.46,1,99.4036
26.35,586.81,0,100.0
35.42,1373.78,0,71.9781
35.6,842.91,0,81.0001
23.43,598.86,0,100.0
33.76,122.14,1,23.5393
39.09,1435.2,1,73.3511
23.37,677.44,1,100.0
27.91,131.48,0,21.9137
23.81,812.21,0,100.0
30.7,109.4,1,23.7031
26.89,966.92,1,99.197
29.37,418.33,1,85.7077
39.4,1215.32,0,65.1851
32.03,602.6,1,97.4178
37.05,542.19,1,84.8643
21.35,1446.34,0,89.0732
25.1,732.01,0,100.0
21.47,771.28,0,100.0
39.75,1448.45,1,71.5367
20.24,1094.68,1,97.6639
22.97,597.2,1,100.0
37.26,245.7,0,25.7874
27.3,877.86,0,100.0
24.11,142.88,0,23.8135
30.86,606.09,0,92.848
20.64,1426.83,0,89.4635
31.56,332.58,1,69.1157
39.88,882.07,1,77.7887
24.46,1372.76,0,90.5448
35.99,155.04,1,26.8908
33.66,830.38,0,85.8524
21.66,991.35,0,98.1731
34.33,1474.23,1,84.7958
30.9,309.08,0,46.2173
29.44,109.22,1,23.6637
36.9,870.58,0,77.7523
30.9,454.74,0,78.4134
28.74,1103.06,1,97.5633
32.26,701.83,0,89.3464
32.58,556.75,0,88.5385
32.49,1122.93,1,93.5896
26.64,1058.2,0,96.8359
20.37,608.81,0,100.0
20.65,260.75,1,56.4964
33.77,1176.02,0,80.0479
22.58,1327.96,0,91.4408
33.8,118.01,1,22.7036
20.21,732.52,0,100.0
24.81,153.6,0,25.6001
20.06,1366.18,1,94.4058
33.66,1328.02,1,88.2236
23.95,739.66,0,100.0
31.49,1472.86,0,79.8271
36.99,884.36,0,77.529
37.42,1093.25,0,72.575
22.48,1276.33,1,95.4841
32.24,1270.61,1,92.4419
34.54,527.77,0,83.6558
24.13,102.01,1,22.1019
25.57,453.81,0,88.4523
27.79,710.25,1,100.0
31.61,106.0,1,22.4098
25.8,1128.13,0,95.4373
22.0,1120.42,0,95.5917
29.8,519.05,1,100.0
36.6,337.94,0,39.0155
31.73,514.01,0,90.6826
27.17,544.99,0,100.0
33.08,1450.05,1,88.1895
32.31,1469.51,1,89.9021
21.97,1106.37,0,95.8725
22.44,1271.04,1,95.5475
27.45,1077.38,0,96.4523
22.66,1210.46,0,93.7909
26.49,1272.43,0,92.5513
39.68,1007.09,1,77.0096
24.7,1389.73,0,90.2055
39.09,1291.17,1,75.0737
29.94,666.43,1,100.0
34.92,1046.91,1,88.4295
20.93,249.11,0,41.5183
38.29,1186.81,1,78.3265
26.39,1060.15,0,96.797
29.26,1085.77,0,93.1342
28.04,409.47,1,84.157
25.53,922.59,0,99.5483
20.4,1371.87,1,94.3376
36.05,847.11,0,79.8829
34.13,930.21,0,84.0608
36.74,704.47,1,85.6615
36.54,283.74,0,31.1432
27.36,1083.53,1,97.7977
33.22,610.25,0,86.9625
20.9,1131.03,1,97.2276
31.27,720.14,1,99.3235
29.92,950.17,0,94.2003
22.14,363.71,1,76.1499
39.79,1216.47,0,64.1986
20.37,527.63,1,100.0
29.35,1460.19,1,93.2777
37.48,555.19,0,76.2975
21.76,644.68,1,100.0
39.36,898.62,0,71.601
35.96,252.64,1,43.8791
33.19,1449.96,0,76.0358
22.33,387.15,1,80.251
34.19,933.16,1,91.6361
21.22,1381.58,0,90.3684
25.45,705.67,0,100.0
22.6,810.62,0,100.0
20.14,1483.75,1,92.9951
25.62,1363.51,0,90.7299
34.95,1122.73,1,87.4422
31.55,1304.42,0,83.0458
29.33,986.76,1,98.9589
33.92,1409.06,0,75.0223
24.22,1047.46,1,98.2304
37.65,303.75,1,48.1906
34.68,1448.53,1,84.2236
30.25,246.88,1,53.4904
35.52,1456.82,1,82.0211
27.92,439.8,0,84.9495
32.9,758.37,1,95.2475
31.75,961.67,1,97.3907
35.64,537.69,1,88.4083
37.39,533.59,0,76.5226
37.0,160.5,1,26.4292
31.63,1259.67,1,94.1074
22.71,996.35,1,98.8438
25.7,425.16,1,86.9036
36.61,1490.92,0,66.6644
33.79,143.39,1,27.6038
24.99,911.63,0,99.7673
38.42,822.01,0,73.9549
29.24,948.36,1,99.4197
27.28,1297.1,1,95.2348
30.15,412.16,1,84.6272
26.6,1032.39,0,97.3522
27.57,836.75,0,100.0
39.82,1048.07,1,76.1741
36.82,1070.79,0,74.5337
39.92,1013.02,0,67.9357
36.13,1276.28,1,82.6662
39.15,231.49,0,21.3801
26.33,135.76,0,22.6261
29.84,848.44,1,100.0
31.68,308.06,0,44.3633
34.31,801.47,1,91.7252
20.27,1365.87,1,94.4096
31.63,945.62,0,90.0054
39.08,566.24,0,72.3032
34.56,413.89,0,57.8788
38.59,1056.73,1,79.1344
26.3,322.07,0,55.5177
26.27,1039.36,1,98.3277
36.18,498.64,1,79.1024
23.12,931.93,0,99.3614
23.77,1456.01,0,88.8798
25.36,782.22,1,100.0
28.48,957.32,0,97.6595
31.7,1094.51,1,95.9079
27.36,1072.8,0,96.5439
38.26,308.32,0,30.6954
28.22,758.37,0,99.4463
23.89,1464.13,1,93.2305
38.74,1210.15,1,76.9273
35.99,1218.87,0,73.6565
35.32,250.88,0,29.5717
38.54,935.89,0,72.9236
29.55,1125.39,0,91.6118
36.85,554.9,1,85.3631
34.7,244.72,0,29.8571
23.38,309.2,0,52.2995
33.12,985.25,1,93.6663
27.72,496.6,1,99.4044
24.97,106.12,1,22.9925
27.42,553.38,1,100.0
31.61,171.48,1,36.2429
24.24,565.96,0,100.0
29.99,782.2,1,100.0
38.46,402.94,0,44.052
29.76,1300.96,0,87.5729
31.53,940.85,1,98.1819
33.57,675.48,0,86.0813
30.39,1071.99,0,90.5827
28.01,627.84,0,99.9846
38.96,693.72,0,72.598
23.67,1059.91,0,96.8017
21.24,721.77,1,100.0
33.53,660.58,1,93.6733
35.47,151.98,1,27.0471
20.48,1109.82,1,97.4821
33.56,341.7,0,46.9762
24.14,1287.68,1,95.3478
26.19,146.43,1,31.7266
31.98,1351.67,0,81.0101
27.65,1119.36,0,95.6128
33.72,1156.87,0,80.5692
31.76,989.27,0,88.8063
34.81,320.57,1,58.1381
35.66,953.16,0,79.777
20.05,572.05,0,100.0
29.61,323.46,1,69.1058
20.84,177.91,0,29.6524
37.69,815.27,1,83.277
28.89,491.62,1,98.5334
35.59,541.78,1,88.5298
